Producto;Cantidad;Categoría;Fecha/Hora;Valor del Descuento;Motivo del Descuento;Ventas NETAS;Tipo de Venta;Opción de Comer;Código Fiscal;Impuesto;Ventas TOTALES;Precio de Coste;Margen;Método de Pago;Nominal;A/C Ref;Notas;Identificación del Cliente;ProductId
Copia A4 Color;1.0000;Copisteria;26/01/2026 18:58:53;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Tarjeta;;;;;2160049
Pegamento Barra Pritt 11g;1.0000;Oficina;26/01/2026 18:58:53;0.0000;;1.23000;Eat in;0;;0.26;1.49000;0.83000;0.40000;Tarjeta;;;;;2162580
Copia A4 Color;1.0000;Copisteria;26/01/2026 18:58:53;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Tarjeta;;;;;2160049
Copia A4 Color;1.0000;Copisteria;26/01/2026 18:58:53;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Tarjeta;;;;;2160049
Copia A4 Color;1.0000;Copisteria;26/01/2026 18:58:53;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Tarjeta;;;;;2160049
Copia A4 B/N;1.0000;Copisteria;26/01/2026 18:43:43;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;26/01/2026 18:43:43;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Libreta A5 Línea TB;1.0000;Cuadernos y bloc;26/01/2026 18:43:17;0.0000;;1.86000;Eat in;0;;0.39;2.25000;0.82000;1.04000;Tarjeta;;;;;2158758
Copia A4 B/N;1.0000;Copisteria;26/01/2026 18:43:17;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;26/01/2026 18:43:17;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;26/01/2026 18:43:17;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;26/01/2026 18:43:17;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Fundas Multilastradas 6822;1.0000;Copisteria;26/01/2026 18:43:17;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Pegamento Barra Pritt 20g;1.0000;Oficina;26/01/2026 18:36:25;0.0000;;1.65000;Eat in;0;;0.35;2.00000;1.04000;0.61000;Tarjeta;;;;;2162578
Pegamento Barra Pritt 20g;1.0000;Oficina;26/01/2026 18:36:25;0.0000;;1.65000;Eat in;0;;0.35;2.00000;1.04000;0.61000;Tarjeta;;;;;2162578
Tauro 1/8 TP;1.0000;Cuadernos y bloc;26/01/2026 18:18:54;0.0000;;0.88000;Eat in;0;;0.19;1.07000;0.44000;0.44000;Efectivo;;;;;2160538
Copia A4 B/N;1.0000;Copisteria;26/01/2026 17:55:26;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Efectivo;;;;;2160044
Boss 70/158;1.0000;Resaltadores;26/01/2026 17:54:53;0.0000;;1.40000;Eat in;0;;0.30;1.70000;0.69000;0.71000;Tarjeta;;;;;2155257
Compas Maped Metal 250mm;1.0000;Escolar y manualidades;26/01/2026 17:54:53;0.0000;;3.60000;Eat in;0;;0.75;4.35000;1.51000;2.09000;Tarjeta;;;;;2151912
Copia A4 Color;1.0000;Copisteria;26/01/2026 17:42:07;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Tarjeta;;;;;2160049
Fundas Multilastradas 6822;1.0000;Copisteria;26/01/2026 17:42:07;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
A4 120g.;1.0000;Copisteria;26/01/2026 17:19:14;0.0000;;0.60000;Eat in;0;;0.00;0.60000;0.05000;0.55000;Credit;;;;338389;2160071
A4 120g.;1.0000;Copisteria;26/01/2026 17:19:14;0.0000;;0.60000;Eat in;0;;0.00;0.60000;0.05000;0.55000;Credit;;;;338389;2160071
Copia A4 B/N;6.0000;Copisteria;26/01/2026 17:14:29;0.0000;;0.90000;Eat in;0;;0.00;0.90000;0.30000;0.60000;Tarjeta;;;;;2160044
Copia A4 Color;1.0000;Copisteria;26/01/2026 17:13:36;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Tarjeta;;;;;2160049
Doble Cara A4 Color;1.0000;Copisteria;26/01/2026 17:13:36;0.0000;;0.80000;Eat in;0;;0.00;0.80000;0.05000;0.75000;Tarjeta;;;;;2160051
Coloca 4;1.0000;Juegos y regalos;26/01/2026 17:13:36;0.0000;;8.64000;Eat in;0;;1.81;10.45000;4.59000;4.05000;Tarjeta;;;;;2160680
Navigator 80;1.0000;Papel de oficina y etiquetas;26/01/2026 17:11:20;0.0000;;6.65000;Eat in;0;;1.40;8.05000;3.89000;2.76000;Efectivo;;;;;2159676
A4 120g Color;1.0000;Copisteria;26/01/2026 17:04:35;0.0000;;0.90000;Eat in;0;;0.00;0.90000;0.05000;0.85000;Efectivo;;;;;2160072
A4 120g Color;1.0000;Copisteria;26/01/2026 17:04:35;0.0000;;0.90000;Eat in;0;;0.00;0.90000;0.05000;0.85000;Efectivo;;;;;2160072
Dosier Uñero A4;5.0000;Oficina;26/01/2026 14:25:40;0.0000;;2.07000;Eat in;0;;0.43;2.50000;1.25000;0.82000;Tarjeta;;;;338945;2163434
Dosier Uñero A4;-5.0000;Oficina;26/01/2026 14:23:45;0.0000;;-2.07000;Eat in;0;;-0.43;-2.50000;-1.25000;-0.82000;Tarjeta;;;;338946;2163434
Papel seda Blanco  10H MP 50x66;1.0000;Escolar y manualidades;26/01/2026 14:00:34;0.0000;;1.40000;Eat in;0;;0.30;1.70000;0.52000;0.88000;Tarjeta;;;;;2150670
Copia A4 Color;1.0000;Copisteria;26/01/2026 13:33:39;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Efectivo;;;;;2160049
Papel de regalo Design 0.7x2m;1.0000;Juegos y regalos;26/01/2026 13:29:57;0.0000;;1.07000;Eat in;0;;0.23;1.30000;0.71500;0.35500;Efectivo;;;;;2160770
Sobre Carta;1.0000;Papel;26/01/2026 13:14:49;0.0000;;0.17000;Eat in;0;;0.03;0.20000;0.04200;0.12800;Tarjeta;;;;;2162576
Doble Cara A4 B/N;1.0000;Copisteria;26/01/2026 13:14:49;0.0000;;0.25000;Eat in;0;;0.00;0.25000;0.05000;0.20000;Tarjeta;;;;;2160046
1ª Página;1.0000;Copisteria;26/01/2026 13:12:51;0.0000;;1.00000;Eat in;0;;0.00;1.00000;0.05000;0.95000;Efectivo;;;;;2160065
2ª Pag;6.0000;Copisteria;26/01/2026 13:12:51;0.0000;;0.72000;Eat in;0;;0.00;0.72000;0.30000;0.42000;Efectivo;;;;;2160067
Copia A4 B/N;1.0000;Copisteria;26/01/2026 13:09:24;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;26/01/2026 13:09:24;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;26/01/2026 13:09:24;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;26/01/2026 13:09:24;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Efectivo;;;;;2160044
Doble Cara A4 B/N;1.0000;Copisteria;26/01/2026 13:09:24;0.0000;;0.25000;Eat in;0;;0.00;0.25000;0.05000;0.20000;Efectivo;;;;;2160046
Doble Cara A4 B/N;1.0000;Copisteria;26/01/2026 13:09:24;0.0000;;0.25000;Eat in;0;;0.00;0.25000;0.05000;0.20000;Efectivo;;;;;2160046
Doble Cara A4 B/N;1.0000;Copisteria;26/01/2026 13:09:24;0.0000;;0.25000;Eat in;0;;0.00;0.25000;0.05000;0.20000;Efectivo;;;;;2160046
Copia A4 B/N;6.0000;Copisteria;26/01/2026 13:02:56;0.0000;;0.90000;Eat in;0;;0.00;0.90000;0.30000;0.60000;Efectivo;;;;;2160044
Servicio menor a 1 hora;1.0000;;26/01/2026 13:02:56;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.00000;0.83000;Efectivo;;;;;2166061
Sobre Velcro A4 Ref 90111 variado;1.0000;Oficina;26/01/2026 13:02:56;0.0000;;1.03000;Eat in;0;;0.22;1.25000;0.60000;0.43000;Efectivo;;;;;2157225
Sobre Americano Open 115;1.0000;Papel;26/01/2026 12:32:11;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.12000;0.09000;Efectivo;;;;;2162552
Sobre Americano Open 115;1.0000;Papel;26/01/2026 12:32:11;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.12000;0.09000;Efectivo;;;;;2162552
Sobre Americano Open 115;1.0000;Papel;26/01/2026 12:32:11;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.12000;0.09000;Efectivo;;;;;2162552
G2 0.7 Rosado;1.0000;Bolígrafos;26/01/2026 11:51:13;0.0000;;1.65000;Eat in;0;;0.35;2.00000;0.95000;0.70000;Tarjeta;;;;;2154037
Copia A4 Color;8.0000;Copisteria;26/01/2026 11:40:40;0.0000;;3.60000;Eat in;0;;0.00;3.60000;0.40000;3.20000;Tarjeta;;;;;2160049
Copia A4 Color;6.0000;Copisteria;26/01/2026 11:38:54;0.0000;;2.70000;Eat in;0;;0.00;2.70000;0.30000;2.40000;Tarjeta;;;;;2160049
Doble Cara A4 B/N;2.0000;Copisteria;26/01/2026 11:01:38;0.0000;;0.50000;Eat in;0;;0.00;0.50000;0.10000;0.40000;Efectivo;;;;;2160046
Copia A4 B/N;1.0000;Copisteria;26/01/2026 10:59:53;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;26/01/2026 10:59:53;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Fundas Multilastradas 6822;1.0000;Copisteria;26/01/2026 10:55:46;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Doble Cara A4 B/N;1.0000;Copisteria;26/01/2026 10:55:46;0.0000;;0.25000;Eat in;0;;0.00;0.25000;0.05000;0.20000;Tarjeta;;;;;2160046
Copia A4 B/N;10.0000;Copisteria;26/01/2026 10:53:01;0.0000;;1.50000;Eat in;0;;0.00;1.50000;0.50000;1.00000;Efectivo;;;;;2160044
Set 3 reglas Maped Zurdos;1.0000;Escolar y manualidades;26/01/2026 9:53:32;0.0000;;2.64000;Eat in;0;;0.56;3.20000;1.69000;0.95000;Efectivo;;;;;2151580
Doble Cara A4 B/N;18.0000;Copisteria;24/01/2026 13:47:12;0.0000;;4.50000;Eat in;0;;0.00;4.50000;0.90000;3.60000;Tarjeta;;;;;2160046
Doble Cara A4 B/N;4.0000;Copisteria;24/01/2026 13:47:12;0.0000;;1.00000;Eat in;0;;0.00;1.00000;0.20000;0.80000;Tarjeta;;;;;2160046
Super Grip M Azul;1.0000;Bolígrafos;24/01/2026 13:43:50;0.0000;;1.64000;Eat in;0;;0.35;1.99000;0.67000;0.97000;Tarjeta;;;;;2154023
Doble Cara A4 B/N;1.0000;Copisteria;24/01/2026 13:43:50;0.0000;;0.25000;Eat in;0;;0.00;0.25000;0.05000;0.20000;Tarjeta;;;;;2160046
2 anillos;1.0000;Oficina;24/01/2026 13:43:50;0.0000;;2.07000;Eat in;0;;0.43;2.50000;2.00000;0.07000;Tarjeta;;;;;2148553
Copia A4 B/N;1.0000;Copisteria;24/01/2026 13:43:50;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;24/01/2026 13:43:50;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;24/01/2026 13:43:50;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;24/01/2026 13:43:50;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;4.0000;Copisteria;24/01/2026 13:43:50;0.0000;;0.60000;Eat in;0;;0.00;0.60000;0.20000;0.40000;Tarjeta;;;;;2160044
Fundas Multilastradas 6822;1.0000;Copisteria;24/01/2026 13:43:50;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Borrable Frixion clicker 0.7 Azul;2.0000;Bolígrafos;24/01/2026 13:38:03;0.0000;;4.28000;Eat in;0;;0.90;5.18000;2.80000;1.48000;Tarjeta;;;;;2152783
Borrable Frixion clicker 0.7 Rojo;1.0000;Bolígrafos;24/01/2026 13:38:03;0.0000;;2.14000;Eat in;0;;0.45;2.59000;1.40000;0.74000;Tarjeta;;;;;2152785
Borrable Frixion clicker 0.7 Negro;1.0000;Bolígrafos;24/01/2026 13:38:03;0.0000;;2.14000;Eat in;0;;0.45;2.59000;1.40000;0.74000;Tarjeta;;;;;2152782
Espiral A4 Liso TP;1.0000;Cuadernos y bloc;24/01/2026 13:38:03;0.0000;;3.10000;Eat in;0;;0.65;3.75000;1.33000;1.77000;Tarjeta;;;;;2158854
A4 Cartulina B/N;18.0000;Copisteria;24/01/2026 13:34:12;0.0000;;7.20000;Eat in;0;;0.00;7.20000;0.00000;7.20000;Tarjeta;;;;;2168196
Tijera Faibo 25 cm;1.0000;Oficina;24/01/2026 13:34:12;0.0000;;2.89000;Eat in;0;;0.61;3.50000;1.24000;1.65000;Tarjeta;;;;;2151632
Doble Cara A4 Color;4.0000;Copisteria;24/01/2026 13:34:12;0.0000;;3.20000;Eat in;0;;0.00;3.20000;0.20000;3.00000;Tarjeta;;;;;2160051
Noris 2HB con Goma;1.0000;Lápices y portaminas;24/01/2026 13:06:18;0.0000;;0.79000;Eat in;0;;0.16;0.95000;0.47000;0.32000;Efectivo;;;;;2160876
Doble Cara A4 B/N;1.0000;Copisteria;24/01/2026 13:06:18;0.0000;;0.25000;Eat in;0;;0.00;0.25000;0.05000;0.20000;Efectivo;;;;;2160046
Doble Cara A4 B/N;1.0000;Copisteria;24/01/2026 13:06:18;0.0000;;0.25000;Eat in;0;;0.00;0.25000;0.05000;0.20000;Efectivo;;;;;2160046
Copia A4 B/N;1.0000;Copisteria;24/01/2026 13:06:18;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Efectivo;;;;;2160044
Bloc de Charol Praxton 10H;1.0000;Escolar y manualidades;24/01/2026 12:56:41;0.0000;;1.90000;Take Out;1;;0.40;2.30000;0.35000;1.55000;Efectivo;;;;;2158493
Bloc Cartulina Praxton;1.0000;Escolar y manualidades;24/01/2026 12:56:41;0.0000;;3.31000;Take Out;1;;0.69;4.00000;0.58000;2.73000;Efectivo;;;;;2158489
EVA Foam 10 colores;1.0000;Escolar y manualidades;24/01/2026 12:56:41;0.0000;;6.32000;Take Out;1;;1.33;7.65000;2.52000;3.80000;Efectivo;;;;;2150693
Borradores avión QIHAO;1.0000;Escritura;24/01/2026 12:16:05;0.0000;;1.64000;Eat in;0;;0.35;1.99000;0.98000;0.66000;Efectivo;;;;;2152042
Pegamento Barra Pritt 20g;1.0000;Oficina;24/01/2026 12:00:12;0.0000;;1.65000;Eat in;0;;0.35;2.00000;1.04000;0.61000;Tarjeta;;;;;2162578
Pegamento Barra Pritt 20g;1.0000;Oficina;24/01/2026 12:00:12;0.0000;;1.65000;Eat in;0;;0.35;2.00000;1.04000;0.61000;Tarjeta;;;;;2162578
Copia A4 Color;1.0000;Copisteria;24/01/2026 11:48:58;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;24/01/2026 11:48:58;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Efectivo;;;;;2160049
MP 80g 500H;1.0000;Papel de oficina y etiquetas;24/01/2026 10:47:37;0.0000;;5.99000;Eat in;0;;1.26;7.25000;3.77000;2.22000;Tarjeta;;;;;2162871
V Ball 0.7 Verde;1.0000;Bolígrafos;24/01/2026 10:33:56;0.0000;;2.31000;Eat in;0;;0.49;2.80000;1.15000;1.16000;Efectivo;;;;;2152798
Fundas Multilastradas 6822;1.0000;Copisteria;23/01/2026 19:36:25;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Doble Cara A4 Color;7.0000;Copisteria;23/01/2026 19:36:25;0.0000;;5.60000;Eat in;0;;0.00;5.60000;0.35000;5.25000;Tarjeta;;;;;2160051
Doble Cara A4 Color;2.0000;Copisteria;23/01/2026 19:15:18;0.0000;;1.60000;Eat in;0;;0.00;1.60000;0.10000;1.50000;Tarjeta;;;;338945;2160051
Set de Pintura Marley Acrilica;1.0000;Escolar y manualidades;23/01/2026 19:15:18;0.0000;;14.46000;Eat in;0;;3.04;17.50000;8.50000;5.96000;Tarjeta;;;;338945;2157335
Pincel JOVI 8;1.0000;Escolar y manualidades;23/01/2026 19:15:18;0.0000;;0.79000;Eat in;0;;0.16;0.95000;0.28000;0.51000;Tarjeta;;;;338945;2151988
Pincel JOVI 8;1.0000;Escolar y manualidades;23/01/2026 19:15:18;0.0000;;0.79000;Eat in;0;;0.16;0.95000;0.28000;0.51000;Tarjeta;;;;338945;2151988
Copia A4 Color;11.0000;Copisteria;23/01/2026 19:08:11;0.0000;;4.95000;Eat in;0;;0.00;4.95000;0.55000;4.40000;Tarjeta;;;;;2160049
Doble Cara A4 B/N;45.0000;Copisteria;23/01/2026 19:08:11;0.0000;;11.25000;Eat in;0;;0.00;11.25000;2.25000;9.00000;Tarjeta;;;;;2160046
Sobre Americano Open 115;5.0000;Papel;23/01/2026 18:45:19;0.0000;;1.03000;Eat in;0;;0.22;1.25000;0.60000;0.43000;Tarjeta;;;;;2162552
Copia A4 B/N;5.0000;Copisteria;23/01/2026 18:45:19;0.0000;;0.75000;Eat in;0;;0.00;0.75000;0.25000;0.50000;Tarjeta;;;;;2160044
Copia A4 B/N;5.0000;Copisteria;23/01/2026 18:30:27;0.0000;;0.75000;Eat in;0;;0.00;0.75000;0.25000;0.50000;Tarjeta;;;;;2160044
Encuadernación peq;1.0000;Copisteria;23/01/2026 18:22:02;0.0000;;3.10000;Eat in;0;;0.00;3.10000;0.05000;3.05000;Tarjeta;;;;;2160057
Bolsa regalo Pirata pequeña design;1.0000;Otros;23/01/2026 18:21:41;0.0000;;1.45000;Eat in;0;;0.30;1.75000;0.90000;0.55000;Tarjeta;;;;;2150572
V Hi-tecpoint 0.7  Azul;1.0000;Bolígrafos;23/01/2026 18:18:24;0.0000;;2.44000;Eat in;0;;0.51;2.95000;1.10000;1.34000;Tarjeta;;;;;2152841
Doble Cara A4 B/N;17.0000;Copisteria;23/01/2026 18:18:24;0.0000;;4.25000;Eat in;0;;0.00;4.25000;0.85000;3.40000;Tarjeta;;;;;2160046
Sobre Carta;2.0000;Papel;23/01/2026 17:57:00;0.0000;;0.33000;Eat in;0;;0.07;0.40000;0.08400;0.24600;Tarjeta;;;;;2162576
Sobre A5 A-17495;1.0000;Papel;23/01/2026 17:57:00;0.0000;;0.17000;Eat in;0;;0.03;0.20000;0.04200;0.12800;Tarjeta;;;;;2162577
Copia A4 B/N;9.0000;Copisteria;23/01/2026 17:57:00;0.0000;;1.35000;Eat in;0;;0.00;1.35000;0.45000;0.90000;Tarjeta;;;;;2160044
Copia A4 Color;31.0000;Copisteria;23/01/2026 17:51:05;0.0000;;13.95000;Eat in;0;;0.00;13.95000;1.55000;12.40000;Tarjeta;;;;;2160049
Encuadernación med;1.0000;Copisteria;23/01/2026 17:44:00;0.0000;;5.50000;Eat in;0;;0.00;5.50000;0.05000;5.45000;Tarjeta;;;;;2160058
Cartulina 50 x 65 cm Metalizado;1.0000;Cuadernos y bloc;23/01/2026 17:15:21;0.0000;;2.31000;Eat in;0;;0.48;2.79000;1.50000;0.81000;Tarjeta;;;;;2164820
Espiral A4 Línea Maximun TD.;1.0000;Cuadernos y bloc;23/01/2026 17:02:06;0.0000;;5.08000;Eat in;0;;1.07;6.15000;2.48000;2.60000;Efectivo;;;;;2158872
Super Grip M Negro;1.0000;Bolígrafos;23/01/2026 17:02:06;0.0000;;1.64000;Eat in;0;;0.35;1.99000;0.67000;0.97000;Efectivo;;;;;2154006
Boss 70/140;1.0000;Resaltadores;23/01/2026 13:55:03;0.0000;;1.40000;Eat in;0;;0.30;1.70000;0.69000;0.71000;Tarjeta;;;;;2155240
Boss 70/144;2.0000;Resaltadores;23/01/2026 13:55:03;0.0000;;2.81000;Eat in;0;;0.59;3.40000;1.38000;1.43000;Tarjeta;;;;;2155228
Boss 70/125;1.0000;Resaltadores;23/01/2026 13:55:03;0.0000;;1.40000;Eat in;0;;0.30;1.70000;0.69000;0.71000;Tarjeta;;;;;2155222
Boss 70/125;1.0000;Resaltadores;23/01/2026 13:55:03;0.0000;;1.40000;Eat in;0;;0.30;1.70000;0.69000;0.71000;Tarjeta;;;;;2155222
Calculadora Casio FX-82;1.0000;Oficina;23/01/2026 13:45:29;0.0000;;21.32000;Eat in;0;;4.48;25.80000;7.24000;14.08000;Tarjeta;;;;;2151836
A4 Color Cartulina;1.0000;Copisteria;23/01/2026 13:43:01;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.25000;0.33000;Tarjeta;;;;;2162971
Copia A4 Color;42.0000;Copisteria;23/01/2026 13:24:28;0.0000;;18.90000;Eat in;0;;0.00;18.90000;2.10000;16.80000;Tarjeta;;;;;2160049
Fundas Multilastradas 6822;1.0000;Copisteria;23/01/2026 13:24:28;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
1ª Página;1.0000;Copisteria;23/01/2026 13:01:28;0.0000;;1.00000;Eat in;0;;0.00;1.00000;0.05000;0.95000;Efectivo;;;;;2160065
Copia A4 B/N;6.0000;Copisteria;23/01/2026 13:01:28;0.0000;;0.90000;Eat in;0;;0.00;0.90000;0.30000;0.60000;Efectivo;;;;;2160044
A4 Color Cartulina;1.0000;Copisteria;23/01/2026 12:33:30;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.25000;0.33000;Efectivo;;;;;2162971
Pegamento Barra Pritt 20g;1.0000;Oficina;23/01/2026 12:22:38;0.0000;;1.65000;Eat in;0;;0.35;2.00000;1.04000;0.61000;Efectivo;;;;;2162578
Cartulinas Colores 50x65;1.0000;Escolar y manualidades;23/01/2026 12:22:38;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.49000;0.34000;Efectivo;;;;;2162606
Cartulinas Colores 50x65;1.0000;Escolar y manualidades;23/01/2026 12:22:38;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.49000;0.34000;Efectivo;;;;;2162606
Copia A4 B/N;1.0000;Copisteria;23/01/2026 11:53:30;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Efectivo;;;;;2160044
Copia A4 B/N;5.0000;Copisteria;23/01/2026 11:50:57;0.0000;;0.75000;Eat in;0;;0.00;0.75000;0.25000;0.50000;Efectivo;;;;;2160044
Copia A4 B/N;10.0000;Copisteria;23/01/2026 11:48:20;0.0000;;1.50000;Eat in;0;;0.00;1.50000;0.50000;1.00000;Tarjeta;;;;;2160044
Copia A4 B/N;4.0000;Copisteria;23/01/2026 11:44:50;0.0000;;0.60000;Eat in;0;;0.00;0.60000;0.20000;0.40000;Efectivo;;;;;2160044
Etiqueta Blanco y Negro;1.0000;Copisteria;23/01/2026 11:27:42;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Tarjeta;;;;338391;2160061
Etiqueta Blanco y Negro;1.0000;Copisteria;23/01/2026 11:21:10;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.05000;0.40000;Tarjeta;;;;;2160061
Copia A4 B/N;1.0000;Copisteria;23/01/2026 10:49:45;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;23/01/2026 10:49:45;0.0000;;0.15000;Eat in;0;;0.00;0.15000;0.05000;0.10000;Tarjeta;;;;;2160044
1ª Página;1.0000;Copisteria;23/01/2026 10:49:45;0.0000;;1.00000;Eat in;0;;0.00;1.00000;0.05000;0.95000;Tarjeta;;;;;2160065
2ª Pag;1.0000;Copisteria;23/01/2026 10:49:45;0.0000;;0.12000;Eat in;0;;0.00;0.12000;0.05000;0.07000;Tarjeta;;;;;2160067
Copia A3 Color;1.0000;Copisteria;23/01/2026 10:37:47;0.1300;General;0.52000;Eat in;0;;0.00;0.52000;0.05000;0.47000;Efectivo;;;;338864;2160050
Copia A3 Color;1.0000;Copisteria;23/01/2026 10:37:47;0.1300;General;0.52000;Eat in;0;;0.00;0.52000;0.05000;0.47000;Efectivo;;;;338864;2160050
Copia A4 Color;18.0000;Copisteria;23/01/2026 10:37:47;1.4400;General;6.66000;Eat in;0;;0.00;6.66000;0.90000;5.76000;Efectivo;;;;338864;2160049
Copia A4 B/N;1.0000;Copisteria;23/01/2026 10:37:47;0.0300;General;0.12000;Eat in;0;;0.00;0.12000;0.05000;0.07000;Efectivo;;;;338864;2160044
Permanente 1200 Negro;7.0000;Rotuladores y marcadores;23/01/2026 10:25:58;0.0000;;6.94000;Eat in;0;;1.46;8.40000;3.22000;3.72000;Tarjeta;;;;;2162587
Pizarra Velleda Negro;1.0000;Rotuladores y marcadores;23/01/2026 10:13:03;0.0000;;1.28000;Eat in;0;;0.27;1.55000;0.66000;0.62000;Efectivo;;;;;2152765
Copia A4 B/N;3.0000;Copisteria;23/01/2026 9:59:36;0.0000;;0.45000;Eat in;0;;0.00;0.45000;0.15000;0.30000;Efectivo;;;;;2160044
Libreta A5 Lineas;1.0000;Cuadernos y bloc;23/01/2026 9:57:53;0.0000;;2.23000;Eat in;0;;0.47;2.70000;1.31000;0.92000;Tarjeta;;;;;2158717
Cristal Fine Negro 0.8;2.0000;Bolígrafos;23/01/2026 9:57:53;0.0000;;0.99000;Eat in;0;;0.21;1.20000;0.36000;0.63000;Tarjeta;;;;;2155653
Doble Cara A4 B/N;14.0000;Copisteria;23/01/2026 9:55:00;0.0000;;3.50000;Eat in;0;;0.00;3.50000;0.70000;2.80000;Efectivo;;;;;2160046
Navigator 90;1.0000;Papel de oficina y etiquetas;23/01/2026 9:49:06;0.0000;;7.89000;Eat in;0;;1.66;9.55000;4.29000;3.60000;Tarjeta;;;;;2159678
Plastilina JOVI 90/15 10  Barra;1.0000;Escolar y manualidades;22/01/2026 20:25:27;0.0000;;3.43000;Take Out;1;;0.72;4.15000;1.65000;1.78000;Efectivo;;;;;2151007
Intensity Pack 24;2.0000;Lápices y portaminas;22/01/2026 20:25:27;0.0000;;14.69000;Take Out;1;;3.09;17.78000;8.90000;5.79000;Efectivo;;;;;2155289
Double punta Aplino 12col;2.0000;Rotuladores y marcadores;22/01/2026 20:25:27;0.0000;;11.16000;Take Out;1;;2.34;13.50000;4.64000;6.52000;Efectivo;;;;;2155404
